Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,anatomic-angled-abutment-15,,,,,,,,ANG-1215-20,,,H 2 mm · L 10.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1215-20,,,New,TRUE,,,,,
,anatomic-angled-abutment-15,,,,,,,,ANG-1315-30,,,H 3 mm · L 11.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1315-30,,,New,TRUE,,,,,
,anatomic-angled-abutment-15,,,,,,,,ANG-1415-40,,,H 4 mm · L 12.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1415-40,,,New,TRUE,,,,,
Concave Anatomic Angled Abutment — 15°,concave-anatomic-angled-abutment-15,"<p>Concave Anatomic Angled Abutment — 15° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Restorative Components,"concave,anatomic,angled,titanium,restorative,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ANT-1115-10,,Variant,H 1 mm · L 9.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Concave Anatomic Angled Abutment — 15° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Concave Anatomic Angled Abutment — 15° | NOVA Implants USA,Shop Concave Anatomic Angled Abutment — 15° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ANT-1115-10,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-15,,,,,,,,ANT-1215-20,,,H 2 mm · L 10.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1215-20,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-15,,,,,,,,ANT-1315-30,,,H 3 mm · L 11.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1315-30,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-15,,,,,,,,ANT-1415-40,,,H 4 mm · L 12.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1415-40,,,New,TRUE,,,,,
Anatomic Angled Abutment — 25°,anatomic-angled-abutment-25,"<p>Anatomic Angled Abutment — 25° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Restorative Components,"anatomic,angled,titanium,restorative,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ANG-1125-10,,Variant,H 1 mm · L 9.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Anatomic Angled Abutment — 25° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Anatomic Angled Abutment — 25° | NOVA Implants USA,Shop Anatomic Angled Abutment — 25° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ANG-1125-10,,,New,TRUE,,,,,
,anatomic-angled-abutment-25,,,,,,,,ANG-1225-20,,,H 2 mm · L 10.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1225-20,,,New,TRUE,,,,,
,anatomic-angled-abutment-25,,,,,,,,ANG-1325-30,,,H 3 mm · L 11.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1325-30,,,New,TRUE,,,,,
,anatomic-angled-abutment-25,,,,,,,,ANG-1425-40,,,H 4 mm · L 12.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANG-1425-40,,,New,TRUE,,,,,
Concave Anatomic Angled Abutment — 25°,concave-anatomic-angled-abutment-25,"<p>Concave Anatomic Angled Abutment — 25° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Restorative Components,"concave,anatomic,angled,titanium,restorative,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ANT-1125-10,,Variant,H 1 mm · L 9.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Concave Anatomic Angled Abutment — 25° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Concave Anatomic Angled Abutment — 25° | NOVA Implants USA,Shop Concave Anatomic Angled Abutment — 25° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ANT-1125-10,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-25,,,,,,,,ANT-1225-20,,,H 2 mm · L 10.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1225-20,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-25,,,,,,,,ANT-1325-30,,,H 3 mm · L 11.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1325-30,,,New,TRUE,,,,,
,concave-anatomic-angled-abutment-25,,,,,,,,ANT-1425-40,,,H 4 mm · L 12.4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ANT-1425-40,,,New,TRUE,,,,,
Closed Tray Impression Coping — Narrow Ø 4 mm,closed-tray-impression-coping-narrow-4mm,"<p>Closed Tray Impression Coping — Narrow Ø 4 mm variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Impression Components,"impression,closed-tray,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,CT-SV-RPSN,,Variant,L 9 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,1,Closed Tray Impression Coping — Narrow Ø 4 mm — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,FALSE,Closed Tray Impression Coping — Narrow Ø 4 mm | NOVA Implants USA,Shop Closed Tray Impression Coping — Narrow Ø 4 mm from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,CT-SV-RPSN,,,New,TRUE,,,,,
,closed-tray-impression-coping-narrow-4mm,,,,,,,,CT-SV-RPLN,,,L 11 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,CT-SV-RPLN,,,New,TRUE,,,,,
Straight Transfer Abutment,straight-transfer-abutment,"<p>Straight Transfer Abutment variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Impression Components,"transfer,straight,impression,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,TMC-0910,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,1,Straight Transfer Abutment — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,FALSE,Straight Transfer Abutment | NOVA Implants USA,Shop Straight Transfer Abutment from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,TMC-0910,,,New,TRUE,,,,,
,straight-transfer-abutment,,,,,,,,TMC-0930,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TMC-0930,,,New,TRUE,,,,,
Angled Transfer Abutment — 15°,angled-transfer-abutment-15,"<p>Angled Transfer Abutment — 15° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Impression Components,"transfer,angled,impression,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,TAP-SV-RP1510,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,1,Angled Transfer Abutment — 15° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,FALSE,Angled Transfer Abutment — 15° | NOVA Implants USA,Shop Angled Transfer Abutment — 15° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,TAP-SV-RP1510,,,New,TRUE,,,,,
,angled-transfer-abutment-15,,,,,,,,TAP-SV-RP1520,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TAP-SV-RP1520,,,New,TRUE,,,,,
,angled-transfer-abutment-15,,,,,,,,TAP-SV-RP1530,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TAP-SV-RP1530,,,New,TRUE,,,,,
Angled Transfer Abutment — 25°,angled-transfer-abutment-25,"<p>Angled Transfer Abutment — 25° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Impression Components,"transfer,angled,impression,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,TAP-SV-RP2510,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,1,Angled Transfer Abutment — 25° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,FALSE,Angled Transfer Abutment — 25° | NOVA Implants USA,Shop Angled Transfer Abutment — 25° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,TAP-SV-RP2510,,,New,TRUE,,,,,
,angled-transfer-abutment-25,,,,,,,,TAP-SV-RP2520,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TAP-SV-RP2520,,,New,TRUE,,,,,
,angled-transfer-abutment-25,,,,,,,,TAP-SV-RP2530,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,TAP-SV-RP2530,,,New,TRUE,,,,,
Open Tray Impression Coping,open-tray-impression-coping,"<p>Open Tray Impression Coping variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Impression Components,"impression,open-tray,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,TRO-1310,,Title,Default Title,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,1,Open Tray Impression Coping — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-plastic-2.webp,FALSE,Open Tray Impression Coping | NOVA Implants USA,Shop Open Tray Impression Coping from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,TRO-1310,,,New,TRUE,,,,,
Straight Titanium Pop-Clicq Mini Kit,straight-titanium-pop-clicq-mini-kit,"<p>Straight Titanium Pop-Clicq Mini Kit variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"pop-clicq,overdenture,titanium,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,LOCW-SV-RP05K,,Variant,H 0.5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Straight Titanium Pop-Clicq Mini Kit — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Straight Titanium Pop-Clicq Mini Kit | NOVA Implants USA,Shop Straight Titanium Pop-Clicq Mini Kit from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,LOCW-SV-RP05K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP10K,,,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP10K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP20K,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP20K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP30K,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP30K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP40K,,,H 4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP40K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP50K,,,H 5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP50K,,,New,TRUE,,,,,
,straight-titanium-pop-clicq-mini-kit,,,,,,,,LOCW-SV-RP60K,,,H 6 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,LOCW-SV-RP60K,,,New,TRUE,,,,,
Multi Clicq Bar On4 Kit,multi-clicq-bar-on4-kit,"<p>Multi Clicq Bar On4 Kit variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,bar,kit,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,MUL-SV-BK4,,Variant,MUL-SV-BK4,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Multi Clicq Bar On4 Kit — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Multi Clicq Bar On4 Kit | NOVA Implants USA,Shop Multi Clicq Bar On4 Kit from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,MUL-SV-BK4,,,New,TRUE,,,,,
,multi-clicq-bar-on4-kit,,,,,,,,MUL-SV-BK4D,,,MUL-SV-BK4D,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MUL-SV-BK4D,,,New,TRUE,,,,,
Multi Clicq Bar On6 Kit,multi-clicq-bar-on6-kit,"<p>Multi Clicq Bar On6 Kit variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,bar,kit,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,MUL-SV-BK6,,Variant,MUL-SV-BK6,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Multi Clicq Bar On6 Kit — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Multi Clicq Bar On6 Kit | NOVA Implants USA,Shop Multi Clicq Bar On6 Kit from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,MUL-SV-BK6,,,New,TRUE,,,,,
,multi-clicq-bar-on6-kit,,,,,,,,MUL-SV-BK6D,,,MUL-SV-BK6D,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MUL-SV-BK6D,,,New,TRUE,,,,,
Multi Clicq Straight Abutment,multi-clicq-straight-abutment,"<p>Multi Clicq Straight Abutment variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,straight,abutment,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,SU-0031,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Multi Clicq Straight Abutment — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Multi Clicq Straight Abutment | NOVA Implants USA,Shop Multi Clicq Straight Abutment from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,SU-0031,,,New,TRUE,,,,,
,multi-clicq-straight-abutment,,,,,,,,SU-0032,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SU-0032,,,New,TRUE,,,,,
,multi-clicq-straight-abutment,,,,,,,,SU-0033,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SU-0033,,,New,TRUE,,,,,
,multi-clicq-straight-abutment,,,,,,,,SU-0034,,,H 4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SU-0034,,,New,TRUE,,,,,
,multi-clicq-straight-abutment,,,,,,,,SU-0035,,,H 5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,SU-0035,,,New,TRUE,,,,,
One-Piece Angled Abutment Mini Kit — 17°,one-piece-angled-abutment-mini-kit-17,"<p>One-Piece Angled Abutment Mini Kit — 17° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,angled,abutment,kit,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,MS-1702,,Variant,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,One-Piece Angled Abutment Mini Kit — 17° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,One-Piece Angled Abutment Mini Kit — 17° | NOVA Implants USA,Shop One-Piece Angled Abutment Mini Kit — 17° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,MS-1702,,,New,TRUE,,,,,
,one-piece-angled-abutment-mini-kit-17,,,,,,,,MS-1703,,,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-1703,,,New,TRUE,,,,,
,one-piece-angled-abutment-mini-kit-17,,,,,,,,MS-1704,,,H 4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-1704,,,New,TRUE,,,,,
One-Piece Angled Abutment Mini Kit — 30°,one-piece-angled-abutment-mini-kit-30,"<p>One-Piece Angled Abutment Mini Kit — 30° variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,angled,abutment,kit,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,MS-3003,,Variant,H 3 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,One-Piece Angled Abutment Mini Kit — 30° — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,One-Piece Angled Abutment Mini Kit — 30° | NOVA Implants USA,Shop One-Piece Angled Abutment Mini Kit — 30° from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,MS-3003,,,New,TRUE,,,,,
,one-piece-angled-abutment-mini-kit-30,,,,,,,,MS-3004,,,H 4 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-3004,,,New,TRUE,,,,,
,one-piece-angled-abutment-mini-kit-30,,,,,,,,MS-3005,,,H 5 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-3005,,,New,TRUE,,,,,
Multi Clicq Components,multi-clicq-components,"<p>Multi Clicq Components variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Multi-Unit Solutions,"multi-clicq,components,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,MUL-KS-TSSV,,Variant,Prosthetic titanium screw,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,1,Multi Clicq Components — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-pop-clicq-18.webp,FALSE,Multi Clicq Components | NOVA Implants USA,Shop Multi Clicq Components from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,MUL-KS-TSSV,,,New,TRUE,,,,,
,multi-clicq-components,,,,,,,,NM-9000,,,Abutment analog,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,NM-9000,,,New,TRUE,,,,,
,multi-clicq-components,,,,,,,,MS-5006,,,Open tray plastic transfer,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-5006,,,New,TRUE,,,,,
,multi-clicq-components,,,,,,,,MUL-KS-HA,,,Healing cap,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MUL-KS-HA,,,New,TRUE,,,,,
,multi-clicq-components,,,,,,,,MS-4009,,,Temporary titanium sleeve,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-4009,,,New,TRUE,,,,,
,multi-clicq-components,,,,,,,,MS-5001,,,Castable plastic sleeve,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,MS-5001,,,New,TRUE,,,,,
Zircocam Straight Anatomic Abutment,zircocam-straight-anatomic-abutment,"<p>Zircocam Straight Anatomic Abutment variants transcribed from the supplied NOVA product catalog. Use the catalog number and displayed dimensions to identify the required component.</p><p><strong>Professional use only.</strong> Confirm compatibility, labeling and the current Instructions for Use before ordering or clinical use.</p>",NOVA Implants USA,,Digital & Zirconia Components,"zircocam,zirconia,straight,anatomic,internal-hex,regular-platform,catalog-2024,nova-usa,expanded-catalog",TRUE,Active,ZAA-SV-RP10,,Variant,H 1 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,1,Zircocam Straight Anatomic Abutment — NOVA Implants USA,https://vqpqqw-ci.myshopify.com/cdn/shop/t/6/assets/nova-shop-chrome-cobalt.webp,FALSE,Zircocam Straight Anatomic Abutment | NOVA Implants USA,Shop Zircocam Straight Anatomic Abutment from NOVA Implants USA. Professional-use dental component with selectable catalog configurations.,,,,,ZAA-SV-RP10,,,New,TRUE,,,,,
,zircocam-straight-anatomic-abutment,,,,,,,,ZAA-SV-RP20,,,H 2 mm,,,,,,,,25.00,,,TRUE,,,,,,shopify,500,DENY,,,TRUE,manual,,,,,,,,,,,,ZAA-SV-RP20,,,New,TRUE,,,,,
